0xD4DF5C79, serious
0xD3A5E141, b_widows_wine_slow
0xB6CCBFE2, b_widows_wine_no_powerup
0x7BF3C52A, damageweapon
0xBFCDCC0D, w_widows_wine_grenade
0x85B560D4, w_widows_wine_knife
0x43F0E707, w_widows_wine_bowie_knife
0x595C1EF4, w_widows_wine_sickle_knife
0x74D493F9, powerup_widows_wine_timeout
0xF4711323, _powerup_timeout_override
0x581D2B89, drop_point
0x29752B2B, valid_drop
0xA2D47C3D, pos
0x8A79CC19, playable_area
0xF96F74AA, debug
0x5DA59D5C, rand_drop
0x51B88394, b_outcome
0x805D0ECC, custom_zombie_powerup_drop
0xAFFC3779, powerup_drop_count
0xBC490ECA, zombie_include_powerups
0x6DF64B11, is_team_enabled
0xE02C9BE7, network_safe_spawn
0xAF0B241A, zm_net
0x32FA5072, istouching
0xBA977ED0, rare_powerups_active
0xD13BE111, check_for_rare_drop_override
0x5878D499, powerup_setup
0xED1B830D, print_powerup_drop
0x590270B3, powerup_timeout
0x70FD8269, powerup_wobble
0x42F72C4, powerup_grab
0x6627E739, powerup_move
0x9BEA5BC, powerup_emp
0xAEB0260E, powerup_keys
0xE4EAB046, getaicount
0xB2C5A2E4, drop_item
0x2E708B3E, player_team
0xCCC96316, zombies_nuked
0xBA34D1CE, nuke_delay_spawning
0x32D95C1D, nuke_flash
0xF926D8E8, arraysort
0x5917ADE1, ignore_nuke
0x4377AF2, marked_for_death
0xA22D6E4B, nuke_damage_func
0x56BCE50A, is_magic_bullet_shield_enabled
0xF1513CE, nuked
0x331EFEDC, increment
0xFEB2BA91, isdog
0x62C3AE6B, no_gib
0x5CD7AE77, zombie_head_gib
0x14ECA715, increment_nuked_zombie
0x880F7825, zm_daily_challenges
0x5985C90, player_add_points
0x86A233B2, animname_set
0x20FDAC8, recalc_zombie_array
0xB691B9CF, animname
0xD95C4E0F, get_gamemode_var
0x5F6586CC, play_ambient_zombie_vocals
0x48DA4758, zmbaivox_notifyconvert
0x8317DB80, zmb_vocals_attack
0xBAB9655E, allowdeath
0xF67EAA79, force_gib
0xC47FB4CA, is_zombie
0x9E1C25C2, allowedstances
0x2A6EC9, attackercountthreatscale
0x4F44610A, currentenemythreatscale
0x4C6D5E1D, recentattackerthreatscale
0xA94FCEC8, coverthreatscale
0xA1F56F1F, fovcosine
0xBEA11B80, fovcosinebusy
0x29913F06, zombie_damaged_by_bar_knockdown
0x3571C46, gibbed
0x83D1C411, head_gibbed
0x4FE250B9, setphysparams
0x356D8EC0, grenadeawareness
0x48DEB832, badplaceawareness
0x501514B8, ignoresuppression
0x31D56A9B, suppressionthreshold
0xE163608E, nododgemove
0xA621309A, dontshootwhilemoving
0xD165C15C, pathenemylookahead
0x5FB3C5FE, holdfire
0x77BCAB, chatinitialized
0x4C799867, zombie_arms_position
0x15320D09, canstumble
0xF96BC9FE, a
0x3C967A2B, disablepain
0xB1DE766F, disable_react
0xA78F8B94, zombie_health
0x47C252E3, maxhealth
0x5A487977, a_zombie_respawn_health
0x172B6A1A, freezegun_damage
0xBAEB4BE7, setavoidancemask
0xA548DBB9, zombie_death_event
0xA7A6ABF6, zombie_think
0xDC6E7E04, zombie_gib_on_damage
0xAE9B0147, zombie_damage_failsafe
0x1612A0B8, enemy_death_detection
0x530F92DF, _zombie_custom_spawn_logic
0x39E5165A, no_eye_glow
0x383382AC, is_inert
0x9A591BA4, delayed_zombie_eye_glow
0xF9B89F89, deathfunction
0xC9BE53B6, flame_damage_time
0x9BA55DE4, meleedamage
0xC0464B42, zombie_history
0x5EB9E904, basic_zombie_thundergun_knockdown
0xE9A339E9, thundergun_knockdown_func
0x2777B1DF, zombie_tesla_head_gib
0xA4468055, tesla_head_gib_func
0x76A62451, updatesight
0x4A7C4345, sword_kill_power
0x9ACA36E2, achievement_monitor_func
0x45325017, zombie_init_done
0x5F42D8C2, tauntstate
0xB1482EB5, old_origin
0xBEFD5632, getzbarriertauntanimstate
0x5D64F4B4, animscripted
0x53DEB81A, taunt_notetracks
0x45ACCBD9, attackanimstate
0x2DF0BC15, attack_player_thru_boards_range
0x75DDB352, getzbarrierreachthroughattackanimstate
0x1EEEDE10, window_notetracks
0x4A0476FB, indexes
0xFF41BAFB, attack_spots
0x8DB5DB0F, attack_spots_taken
0xD79828CA, hit_location
0x8A2B6FE5, hit_origin
0x1E2AF8C1, amount
0x34D7A5CF, direction_vec
0xCD9517D2, tagname
0xF10F645, modelname
0xF105C26B, partname
0x52AA0758, dflags
0x4107E9BD, chargelevel
0x623AAB11, damage_type
0x1F20FD1C, use_weapon_type
0x87E2DA06, damagehit_origin
0x8FF9D066, getweaponmuzzlepoint
0x466FACB5, check_zombie_damage_callbacks
0xBB892CA5, player_can_score_from_zombies
0x788E9BB0, isriotshield
0x6293B965, zombie_flame_damage
0xEFDB50DB, zombie_give_flame_damage_points
0x26A7D5BB, player_using_hi_score_weapon
0x923B2996, no_damage_points
0x4492808F, zombie_damage_fx_func
0x3687D5BD, is_placeable_mine
0x361C69C5, zombie_damage_claymore_func
0xA23F758F, grenade_multiattack_count
0xB558C169, grenade_multiattack_ent
0x20FEBDDB, gib_ref
0x3308D17F, check_for_instakill
0x41D1AAF0, goal
0x6E71A45D, bad_crumbs
0x47F4E401, crumb_list
0xDA3085B6, valid_player_num
0x34DDBCC8, _skip_pathing_first_delay
0xFE7FEEE3, zombie_pathing_failed
0xCD4E651F, enemyoverride
0xAFBBEC46, debug_print
0xC290E3D0, invalidate_attractor_pos
0xF325E4ED, zombie_path_timer
0xFADB2359, _should_skip_ignore_player_logic
0x3F8B26A5, ignore_player
0xF32BEAB8, zombie_breadcrumbs
0x5C901BC3, zombie_breadcrumb_failed
0xAF20954D, spectator_respawn
0xEF4C5CC9, breadcrumbs
0x7C386318, pick_random
0xC86B6AEB, crumb_index
0x766AC331, crumb_is_bad
0x2C3E05AD, distsq
0x8D9C6E98, repathnotifierstarted
0x59E041ED, zombie_repath_notifier
0xA00E2D08, zombie_repath_notify
0xC7F3CE11, getentitynumber
0x869F5C3E, ignore_enemyoverride
0x13FFB22B, orientmode
0xC584775C, ignoreall
0xB9B31FDE, adjust_enemyoverride_func
0x19DF7C63, enemy_location_override_func
0x70EE46F4, is_rat_test
0xC81D899E, zombieshouldmoveawaycondition
0x46A42812, ignore_path_delays
0x5D228076, inaccesible_player_func
0x5332F22B, inaccessible_player_func
0xE7A9EB0B, dmg
0x5041D45E, is_on_fire
0x938E9BC7, 0bogsarraykeys2c91a61b-2744-402f-917f-1a0b2bfbe8c9
0x77832CE, 0bogsindexdf679423-4d3c-45fd-a084-4425fd74073e
0x453CCB4D, max_dot
0x492FFCD3, look_loc
0x42BD74DE, dot
0x5513ECA7, player_spawn_2d
0x55039BD2, player_spawn
0xCF68055A, player_vec_2d
0x535CDD65, player_vec
0x536510A4, spots
0x6C032781, 0bogsarraykeysda95e1a9-4474-4d80-a6ee-989a4b36ef77
0xB88F5500, 0bogsindex19c0c1d9-f74e-4022-9464-5686ceedb447
0x19558182, _rise_spot
0x7B062181, do_zombie_rise
0x5F9A4869, vectordot
0x22E6D2CD, zm_custom_spawn_location_selection
0x62AB3EDB, move_spawn_func
0x3DCCBAF1, zombie_left
0xF4A7A4A7, zombie_count
0x9FCCA95, change_speed
0x46F00AD7, change_left
0xCF118117, change_round_max
0xA15A754C, speed_percent
0x2EE0B8F4, speed_change_round
0x4ABFD7D4, speed_change_num
0x1C7585D1, set_zombie_run_cycle
0xAC11B047, change_zombie_run_cycle
0x58770C2A, barrier
0xCFE87961, chunks_repair_grate
0x5D74E4A2, ret
0xA4C05B14, pieces
0xEB222CA7, getzbarrierpieceindicesinstate
0xA1E060A0, get_destroyed_chunks
0x7A7B4AC0, get_destroyed_repair_grates
0xD891884F, grate_order_destroyed
0x7E40DBE3, chunks_grate
0xAD06258, get_non_destroyed_chunks_grate
0xE257CEB4, non_destroyed_bar_board_order
0x242E2EF3, non_destroyed_grate_order
0xD010FBB9, exclude
0x99D1B5AA, idx
0xD4AB3BD0, minatt
0x3BCFF006, lo
0x4A294EA1, attachments
0x5CF18922, addon_attachments
0x4A95B9ED, supportedattachments
0xEDE1C4CA, reticle_color_index
0xE8DA3926, green_reticle_color_index
0x8C90E025, letter_e_reticle_index
0x41C5B601, pink_reticle_color_index
0xD9A23831, letter_a_reticle_index
0xD255CB7B, purple_reticle_color_index
0x87239A14, scary_eyes_reticle_index
0x806D7186, reticle_index
0xCFE21BE7, use_plain
0xC53EF223, plain_reticle_index
0x674A54C, lens_index
0x21C54BF8, camo_index
0xEE96C320, smiley_face_reticle_index
0xD2B2D051, pack_a_punch_weapon_options
0xADA4725B, is_weapon_upgraded
0x7844B40, calcweaponoptions
0x8C02D299, rootweapon
0xD074477D, prev_pap_index
0x39A21497, camo_variant
0x7500D976, pack_a_punch_camo_index_number_variants
0xFFA162E7, pack_a_punch_camo_index
0xA173B33C, ent_player
0xAA686173, str_endon
0x501EB072, geteye
0xE608F920, _override_blackhole_destination_logic
0x55829ED5, target_pos
0xB9C4F76E, flash_pos
0x3B6E5F7E, yaw
0xC222D467, weapon_model
0xC7475243, start_yaw
0x6777F4F5, base_pos
0x337D7BD2, 0bogsarraykeys2f5c4ea5-7d3c-4cad-97b1-e4bf79afa928
0x26FE2232, 0bogsindex2b9c268b-cee1-4385-bf9a-caee246e1c96
0x4F64EE67, a_weapons_list
0x58689C33, ismeleeweapon
0x5B62FB69, isgrenadeweapon
0xAB10AF31, islauncher
0x69554B3E, add
0x7AC738AD, get_upgrade_weapon
0x3BDDB4F2, quantum_bomb_play_player_effect_at_position
0xB22C17A7, spawn_weapon_model
0xD48F2AB3, gettagorigin
0x87F3C622, magicbullet
0x3AE5E627, players_to_teleport
0xE468BADA, quantum_bomb_play_mystery_effect
0x4AC5AFCE, quantum_bomb_prevent_player_getting_teleported
0xFCC0ED98, entity_in_active_zone
0xA2889EBB, quantum_bomb_teleport
0x395FD7A7, los_checks
0x250E9182, test_origin
0xAD56B05B, a_ai_zombies
0x6083923, getcentroid
0x7D8E8A, damageconetrace
0xE3A727F6, 0bogsarraykeys929cff19-c26b-4a35-ac38-d4c9de7f00e0
0xAEABDC86, 0bogsindex67f83e11-d00d-4a35-8b6d-c8ec1c8367fc
0x59FE7F49, s_player_respawn
0x2B40DC3, n_script_int
0xD0148988, 0bogsarraykeysb6662ebc-0fd7-407e-8d9c-9601def7ad0a
0x4ACA8BAD, 0bogsindexddbf352f-9dae-4e94-8332-cf2864ea029d
0x68140F76, s_respawn_point
0xE256DF5C, is_point_inside_enabled_zone
0x4BC288A0, n_index
0x2826B50, b_upgraded
0x5D8FA337, setperk
0xF2037371, disable_weapons
0x78DAD454, get_player_weapon_limit
0xF87075B4, getaatonweapon
0x41F575C3, arraycopy
0x2103FF4B, hasweapon
0x1F3745C0, takeweapon
0x4EDF60F2, has_weapon
0xBD181031, give_build_kit_weapon
0x92DCA8B7, shoulddoinitialweaponraise
0x9785D11, switchtoweaponimmediate
0x8C19DAB6, do_one_shot_use
0xCBB15570, str_name
0x9C272FB, 0bogsarraykeysb746cfba-de9c-41d5-85dc-398df6b5a4a5
0x7CE641A, 0bogsindex0ef9dd52-ab2d-4809-a29c-3db9212c7403
0x23359FF6, str_bgb
0xE0715B48, consumable
0xA325E696, 0bogsarraykeys833a117a-f01a-4265-86bc-cf30acd1371f
0x3D01B26E, 0bogsindex8077cb76-28ab-4c8f-9bde-463a0766a7d5
0x5E953B6, str_key
0x1B1F04F5, player_specific
0xD156C379, str_perk
0xC1613F8D, set_timer
0xA15D7EED, a_keys
0x10FCB680, n_chance
0x168D703F, weaponzmteslagun
0x59842AFF, limited_weapon_below_quota
0xD22A87EB, weaponzmteslagunupgraded
0x1C2BEB2B, arrayinsert
0x6A7D8B66, 0bogsarraykeysf33f6d29-fe61-4afc-9e23-0cb5e65494b0
0xD32B0ECA, 0bogsindexbed2ba2f-d044-49d3-8938-ec61fff27d7e
0x50909A5A, charindexarray
0xD733DE8E, characterindex
0xA0BD4DA1, sp_zombie
0x2EE35846, 0bogsarraykeysd206ab6a-5b3f-4f0b-b0da-4ae84fbdafd3
0x37B1994C, 0bogsindex3cbf6e33-97d2-4101-a4d0-8d767791a0ac
0x4FDBB65A, a_s_spots
0x6C03C6E9, temp_array
0x525AE497, arraycombine
0xFF6588E1, 0bogsarraykeysaa3cc52f-e84c-430d-8adf-af2ad69c2f00
0x25A152B9, 0bogsindexc4ecafe3-9d7a-4dbd-87f8-c1234c189744
0x1178F0F3, e_spawner
0x38C23E1E, 0bogsarraykeysd924df2f-16d2-46f2-be52-c21298c171fb
0x46633818, 0bogsindex27789a21-412c-4490-9a3a-e698f0286b55
0x95589644, a_spots
0x3C31865B, s_spot
0x7843EB15, n_player_spawn_selection_index
0x4219028B, get_all_closest
0x3A4D24EE, characterstartindex
0x2210A63, 0bogsarraykeyse1462812-bda2-489e-b0da-24002694c427
0x74219DB7, 0bogsindex10133e6e-5659-4ebc-969b-2d87ec3cd78f
0x266DA916, n_characters_defined
0xFE571972, has_richtofen
0x3180DCB3, str_zone
0x763521F, a_s_pos
0xB11BB32E, a_e_volumes
0xED227131, m_safe_display
0xF3505FA, s_scriptbundle
0x11C65133, 0bogsarraykeys20aab961-65d1-4a1c-978d-092f851c171d
0xE25BB6AB, 0bogsindex9f4738dd-00a6-49a8-84d3-1ea6816784d7
0x539A3950, m_safe_clean
0xA3A4695C, a_safe_clean
0x123E33CB, scene_played
0x97DDFC0D, zm_castle_vo
0x123D36D9, showpart
0xF52BB505, 0bogsarraykeysd8e6a5a6-4462-415e-9f0d-3425ebaf54c8
0xAB7368DF, 0bogsindex445da88c-3353-4920-9ecd-63922b2ac67e
0x99C3DD59, ai_mechz
0x23640D25, 0bogsarraykeys483c4da2-a07b-44dd-88f9-a380491e3f6b
0x187EE1F3, 0bogsindex130e329b-55ec-4154-88b7-f239b759fda5
0x44EE2615, 0bogsarraykeysd8f63730-5f50-4427-8b29-bb22f8b60ab0
0xD3A66068, 0bogsindex0ca94536-2358-4cd5-b16f-f639a628af26
0x4E607510, ai_zombie
0x724ABC52, screen_flash
0xCE7C3ED5, lui
0x3E8A6F77, deathpoints_already_given
0xB7251C46, flame_death_fx
0xFB6A064, zombie_death
0x2992720D, kill
0xD3F6BE49, a_targets
0x3285D63C, e_target_current
0x5BA9A4CE, n_targets
0xF371DA2C, 0bogsarraykeysb3ac0327-482d-4281-b939-8b1b30d45496
0xE3B58EAC, 0bogsindex05fa9b23-2a1c-4d06-9fd0-f91b1188915c
0x377A9C22, e_target
0x424305E3, 0bogsarraykeys2ab2e6ce-d7a2-4c39-ba8d-44e4f8987593
0xAF36C64D, 0bogsindexcad46da0-baf0-480c-a1bc-ce18d2ab7347
0xE78B281A, s_stone
0x4B53DD6, 0bogsarraykeysf6d714e5-a52a-48de-91d8-ea25bfede9a8
0xCFBD3A7C, 0bogsindex79277978-d497-4447-a51b-6d6f91d9dbe6
0x397AE699, 0bogsarraykeys8558c400-51a5-495a-abd6-feaf70fdf0bb
0x69587398, 0bogsindex32767c2d-419f-4235-b000-3fa90c9d4ba4
0x53551FAA, 0bogsarraykeysd9e9cba9-2b4c-4745-a876-a3ba6981754e
0x594E56B1, 0bogsindexe690a982-009a-4c27-9342-6ecfc2f20064
0x206C6B9E, a_zones
0xE2CE8E32, a_elements
0xFCF56AB5, stop
0xD5B5054, deregister_zombie_death_event_callback
0x744ABC1C, zm_castle_util
0xEB99DA89, on_connect
0xDE8377BF, connectpaths
0x80983C42, exploder
0xBCD31C2C, remove_on_connect
0xDFC351DF, kill_exploder
0xD6B9452C, 0bogsarraykeys389aea0e-3561-46c1-94f5-e006652cf39a
0xEA48F975, 0bogsindex3d2d976f-62f2-4389-b84f-ddffc5267b72
0xADC17F12, a_flags
0xA1B986BA, create_unitrigger
0xA8FB77BD, spawnstruct
0x5ED05ADC, simon_timed_out
0x43AC000B, wait_till_any
0xDB20C8D6, hidepart
0xAB216C38, b_done
0x1567335C, unregister_unitrigger
0x64E52321, s_unitrigger
0x40F1A093, zm_unitrigger
0x1E39A202, 0bogsarraykeys07e1da9f-1861-433d-ad48-d4fca7bef230
0x6339152, 0bogsindex7ca342ea-3f75-4938-af5e-48d6b2b367df
0x2D11F419, slot
0x359A40B0, 0bogsarraykeysbbd2c99d-6d72-42cc-955e-08f3eed58b41
0x83F18E1, 0bogsindex85fbda98-ad1f-4647-b919-ce1cd2f24ae6
0x6AAE6C38, n_input
0x370B7C6, 0bogsarraykeysa1a44215-664f-4393-b0a4-9b255535535a
0x62BE0B01, 0bogsindexd7bf3883-2823-40ff-86e0-7c170b826a43
0x9B236840, 0bogsarraykeys51628e89-d913-4aec-9436-f44735c7ba76
0xD3825C18, 0bogsindexdfc2a5a1-c359-4f0b-ab71-4a3bd02f77c3
0x57F7D2F, s_slot
0xE349E3F, s_monitor
0x4F7194AF, exclude_cleanup_adding_to_total
0x8767913C, substate
0xA97B2225, anim_org
0x6CFE882, in_the_ground
0xAAF98C25, hide_pop
0xDF5A3CBA, zombie_rise_death
0xC70BA2F3, custom_riseanim
0xC7930296, donotetracks
0x55F80F50, handle_rise_notetracks
0x6A3BCFE9, zombie_shared
0x9770A9FE, 0bogsarraykeys3f7331a6-b4cd-459b-bef7-99251cde4d77
0x398389B4, 0bogsindex74b72249-e035-40fa-89e4-db1e2ba29c2f
0x9033A6D4, 0bogsarraykeys1fc7cfe2-2394-48fc-b292-a531821fcb7a
0x40221FA9, 0bogsindex2ef023d8-7077-4492-8642-bd55e1f82739
0xA2EE534C, 0bogsarraykeys8c0aa265-2149-49bc-9167-eda7944b7559
0x1CCAB1F6, n_health
0xB87262E, remove_dead
0x5C13FAE0, remove_undefined
0xEAAB05DC, run_all
0xE2AF603E, playrumbleonentity
0xE6B4A27F, s_spawn_point
0x475B3075, n_roll
0x5B98EA79, zombie_think_done
0x6C653628, is_elemental_zombie
0x8AC75273, exclude_distance_cleanup_adding_to_total
0x2BC7E200, 0bogsarraykeys5b186b09-8b4b-4d0e-b491-2e77b87d4469
0xEF463F3B, 0bogsindex900b510d-cba4-4a71-9c72-7f2e330d50ef
0x4B40AB5D, 0bogsarraykeys9d6f0042-6c3d-4e49-a65e-b2e22bb21057
0xBD0732E3, 0bogsindex89d4c04a-1d34-4cc7-989b-ec796269de8a
0x1BBDBAB3, b_all_points_used
0xC818CBDF, 0bogsarraykeysc941448f-f7bc-4953-ae7d-489a0bc90058
0xE4821461, 0bogsindex0aaf2c4f-321f-4f0c-aa6d-f0f5b4fb34a4
0xA55896C4, a_all_spawn_points
0xBCD93E61, a_valid_spawn_points
0xDABF8AE2, spawned_zombie
0x65863F29, mechz_round_count
0x97E99F91, 0bogsarraykeys4c47d629-d4f2-4d40-9939-28d5e5c87857
0x4D3FADA0, 0bogsindex75569d14-8c71-4053-af56-761e64dbae54
0x6367C303, mechz_health_increases
0x7D635A0B, b_ignore_cleanup
0x7B81749, str_type
0xD54B1EC, a_bonus_types
0x44B25B5C, is_powered
0x2B73A923, e_brush
0xD874DCF, e_clip
0x43C5DB6, pap_machine
0x3DD52FE8, set_state_hidden
0xD0AD3850, _zm_pack_a_punch
0x42295108, set_state_initial
0xD05DA5ED, set_state_power_on
0x4083A98E, solid
0x5E09918E, playrumbleonposition
0xFCF61F94, set_state_leaving
0x593E8A39, exploder_stop
0x1F8FB8C4, set_state_arriving
0x637636ED, n_timeout
0xD6972E9E, is_spawning_allowed
0x9C9C2C8B, adjacent_zones
0x3A5681B1, is_connected
0x8643FC8A, n_randy
0x8E7B3A52, hasriotshield
0xC973F2CE, getammocount
0xFA27506C, weaponriotshield
0x453C0F47, maxammo
0xC4D5EC1F, getweapon
0xE581E076, zm_powerup_demonic_rune
0x4CD0B886, 0bogsarraykeys501416a9-9dbb-422c-b5a8-39c008637ca9
0x8759E83C, 0bogsindex680baf07-36e7-49c4-8dce-372976e0f417
0x74E0EEBC, 0bogsarraykeys92bfffad-f4fa-497a-a436-37992b3ca864
0xD328DD1, 0bogsindexd16eae9f-aa58-452f-ba65-d008053b7ee7
0x243BACD0, 0bogsarraykeys90a6c533-b849-45fe-9467-39d0d3594af0
0xE9D2BF46, 0bogsindex2996dc32-b1d3-4d2a-9ee1-86156753e09f
0x65669D7B, e_who
0xF99A9689, 0bogsarraykeys4788c07a-efd5-42cc-8b23-af1b94f28275
0xE44471C2, 0bogsindex051db35e-8d1a-4cd8-b3c4-8a4dbd78b09a
0x206B023D, 0bogsarraykeys96782e4e-bdf6-4f40-992d-765006cdc705
0x38A29BCC, 0bogsindex5d6529ba-3978-4bd8-8c91-5707615cba0a
0x8B453FD2, str_notify
0x45CE26D, waittill_any_return
0x78421271, 0bogsarraykeys896a0784-bbd8-46b7-8f1c-143b8fc8e455
0x5B057242, 0bogsindexcfe6166f-9578-48aa-8e46-b59e865fca01
0xC8691771, 0bogsarraykeysc391c8b9-f6be-44f6-907e-c381cb0dd2db
0xD013FCFD, 0bogsindexf482ef7c-9072-49d6-b3f7-367efba0ee50
0xB8D13625, gravity
0xA483BE2A, low_gravity
0x59D3503C, low_gravity_variant
0x1FC11979, 0bogsarraykeysa7e174bd-99e9-45bf-a306-3f3176cc4727
0x76199B8D, 0bogsindexfdd53b6b-f2cf-4170-949e-af9efac05777
0x515A14AA, 0bogsarraykeysaf99307d-ed9d-4c7c-9211-fae4c75afd93
0x5D06BC08, 0bogsindex784c4a0b-d519-4ac1-b2e7-daf114e59c37
0x3865186, wait_time
0xE14A0D12, rotation_amount
0xB281129C, malfunction_for_round
0xBD94ED95, centrifuge_start_angles
0xC0AE568C, centrifuge_damage_trigger
0x11A40C45, centrifuge_model
0x1E54C003, centrifuge_spin_warning
0x21D0DA55, rotateyaw
0xFF0615A5, centrifuge_damage
0x3CA568DA, 0bogsarraykeys1a5eab76-b187-485d-93d1-e6f6b61cbccb
0xF9FE1878, is_powerup
0xF86E10AD, get_valid_powerup
0x4C9F92F3, zombie_special_drop_array
0x7A8F2FC0, play_sound_2d
0x3FDD7E2F, _zombiemode_special_drop_setup
0x9A73870C, 0bogsarraykeys792c79ef-6927-44ee-a7a0-a670b759f22c
0xCDA28A35, 0bogsindexa4adfd27-9767-4a5b-bdf7-e7e74de6247b
0x49D79CB6, escape_position
0x5707DA20, 0bogsarraykeys94158dbd-d6ac-4b41-8b11-9bf75a3c5059
0x2E522A2, 0bogsindexab7dc7a9-81a4-47eb-952d-7994d8f3e4be
0xA69886B4, found_point
0xD0715501, has_exit_point
0x97D7CAE0, validate_and_set_no_target_position
0x45003CE0, factory_cleanup
0x4C2110D2, get_escape_position_in_current_zone
0x8CD09ADB, get_escape_position
0x65590B92, 0bogsarraykeysf24332e5-5f83-41e6-9947-214f4df44355
0x1BA6E077, 0bogsindexf763f8a9-ef2b-4624-a0e3-2c93a1b64e6e
0x6B45B25E, guy
0xC6C121C9, dp
0x34F4B193, v_player_dir
0xF000AFCB, a_candidates
0x5DDEF2E5, a_players
0x57EFBE1, arraysortclosest
0x29D8E0AB, perk_machine_power_override_thread
0x9736E6D4, 0bogsarraykeys33ef28d6-df2e-4990-98c7-d2020a32a3d8
0x5B6DDFC2, 0bogsindex51e40365-54bb-4817-ae6c-83e4ba2fa018
0xFD9E772D, 0bogsarraykeys30cb2e70-43e5-429a-b46e-b27f508b2a0c
0xE0DCFCCE, 0bogsindexcd674718-2949-42dc-b276-e2281e88270d
0xD299AD1A, idgun_weapons
0xB895EF69, 0bogsarraykeysc15ec0a6-add2-412a-9b06-58f5b6f2b4f8
0x9C37C0BC, 0bogsindexf2d81044-30f3-4d79-8961-f5e928ce5672
0x75630A91, n_random
0x57695B4D, zm_elemental_zombie
0xDF1A4A92, zm_shadow_zombie
0x6727C59C, zm_light_zombie
0x2F0D2B6A, make_supersprinter
0xC012BC28, 0bogsarraykeys697043e1-0eeb-4e43-b0c3-750ecd171e44
0x1984EF4A, 0bogsarraykeysb5d56e8c-d716-4b66-a100-dfb1d2f1a5e8
0xAE9EA0CF, 0bogsindex366d8f3f-13af-4683-a7fa-1590cea5066c
0xD646D373, str_index
0x529B555F, get_lookat_angles
0x444AEA32, is_active
0x99D28301, spawnactor
0x8629833A, spawn_time
0xE4B959C5, voiceprefix
0xC21DFBA4, zm_genesis_apothicon_fury
0x80F26C64, s_spawn
0xEE7DBBC9, n_delay
0xB9D1A341, 0bogsarraykeys1166b002-e73a-4ece-84eb-b42e5068b7f1
0xFC5C8A56, 0bogsarraykeys2417924b-1a84-456a-bd70-2a89022c5d7b
0xA1E03351, 0bogsindexc732c9e7-bc50-4f61-b85a-3cadb1c9fdf5
0x8870CFA8, wait_till_all
0x5947BF17, 0bogsarraykeysa2626764-ebac-40d8-95d0-67c22df88d78
0xC452214B, 0bogsindex20de95fc-ccca-4a73-a905-4166d9247c90
0xBE66CCF6, b_first_time
0x150C4640, s_center
0x67E7A937, stop_exploder
0xA79FD3D3, s_stub
0xBA336B7, positionwouldtelefrag
0xA30814D, setorigin
0xEDA2BE50, setplayerangles
0x688ED188, increment_to_player
0xA2FDFF34, 0bogsarraykeyse8d63d2b-de01-4283-87e2-154b42853d3c
0x225AE66D, 0bogsindex14e9c123-393d-4a2c-a34c-d33e41dee946
0xB62B7F6A, ignore_enemy_count
0xAC98923C, 0bogsarraykeys43fa8397-712c-4a97-b200-e7c2cb56082a
0xB23115A, 0bogsindexbc4ef431-40c9-444a-a04d-0d1479b388e1
0x78121B4D, 0bogsarraykeys4987433b-a177-43f7-a525-51ac41fbaa7e
0x78E46E4F, 0bogsarraykeys0c3c6ac6-1b00-4710-ba92-23f73629d497
0xF5C4AA70, 0bogsindex482d4299-88d1-4a02-bf22-902e3c845205
0x64632253, 0bogsarraykeyse7e66698-dec3-4244-96cd-e6095cd0b64e
0xE2906D35, 0bogsarraykeys1df98134-918f-465e-9eb7-dd2796f98a05
0x3130E2D6, b_reverse_dir
0x3AB3A65F, 0bogsarraykeys569b5465-ee5c-4d6b-8e92-4edb8da999c8
0x7AEAC9C6, s_spawnpoint
0xBBAD5C5B, n_player_count
0xCBE90295, show_hit_marker
0x42091091, zm_genesis_sound
0x473258C5, 0bogsarraykeyse36702ed-bfc5-480c-9517-25d31fa3a470
0x9CC5B102, 0bogsindexb8a02895-fb42-4a51-8d91-78be1a50950a
0x80D57271, 0bogsarraykeys4d412a83-74c8-4b42-98be-e1984246c959
0x1F26CCA4, 0bogsindex4e4ab768-5f7d-41c3-9047-9c3af978875f
0x297F9D46, y
0x4F8217AF, x
0xC1E63F13, b_on
0x4A06E99, 0bogsarraykeys569d8a3e-fab5-43ef-98a8-736e6106db3d
0x8324ACEE, 0bogsindex23cf3c1d-ba30-4df7-ac70-61a8010070ab
0xC2D82F9B, a_indexes
0xDC02061B, array_remove
0x12CF56F6, n_max
0x372E59C5, a_numbers
0xF4B1D057, e_ai
0x53CE09A, margwasetheadhealth
0x6449A8E1, reverse
0xFF453C39, s_challenges
0xC17BB43C, a_challenge_1
0x33832377, a_challenge_2
0xD80A90E, a_challenge_3
0x15FA438F, n_challenge
0xF21067A1, 0bogsarraykeys035b6330-6871-4a04-a8e0-07fa9ae7fc00
0xF1091C7F, 0bogsarraykeys62b95cd3-6ace-4025-8bb7-d6214809a585
0xE1C689B3, 0bogsindexfda50898-bd55-4af1-bbbe-58bcd967359b
0x4BCD3B3A, s_reward
0xE6B3078D, n_entity
0x92FC3C34, a_e_challenge_boards
0xC03ADEDC, 0bogsarraykeysbc025fba-1dd8-471a-a54b-6ba86c230988
0x333CEE41, 0bogsindex14d74ad3-4572-4289-a94d-669ca8d29f93
0xB09FF904, 0bogsarraykeysd46f8980-fad2-4c3f-b9a6-c9bcc9207c64
0xBE6CE9FC, 0bogsindex477f93ba-e110-418d-b82a-9052c29dd8ec
